name	taxonomy_id	taxonomy_lvl	ExtractionBlank_bracken_G.txt_num	ExtractionBlank_bracken_G.txt_frac	Serife-CON1_bracken_G.txt_num	Serife-CON1_bracken_G.txt_frac	Serife-CON2_bracken_G.txt_num	Serife-CON2_bracken_G.txt_frac	Serife-CON3_bracken_G.txt_num	Serife-CON3_bracken_G.txt_frac	Serife-CON4_bracken_G.txt_num	Serife-CON4_bracken_G.txt_frac	Serife-CON5_bracken_G.txt_num	Serife-CON5_bracken_G.txt_frac	Serife-CON6_bracken_G.txt_num	Serife-CON6_bracken_G.txt_frac	Serife-KD1_bracken_G.txt_num	Serife-KD1_bracken_G.txt_frac	Serife-KD2_bracken_G.txt_num	Serife-KD2_bracken_G.txt_frac	Serife-KD3_bracken_G.txt_num	Serife-KD3_bracken_G.txt_frac	Serife-KD4_bracken_G.txt_num	Serife-KD4_bracken_G.txt_frac	Serife-KD5_bracken_G.txt_num	Serife-KD5_bracken_G.txt_frac	Serife-KD6_bracken_G.txt_num	Serife-KD6_bracken_G.txt_frac	Serife-KD7_bracken_G.txt_num	Serife-KD7_bracken_G.txt_frac	Serife-KD8_bracken_G.txt_num	Serife-KD8_bracken_G.txt_frac	Serife-MMKD1_bracken_G.txt_num	Serife-MMKD1_bracken_G.txt_frac	Serife-MMKD2_bracken_G.txt_num	Serife-MMKD2_bracken_G.txt_frac	Serife-MMKD3_bracken_G.txt_num	Serife-MMKD3_bracken_G.txt_frac	Serife-MMKD4_bracken_G.txt_num	Serife-MMKD4_bracken_G.txt_frac	Serife-MMKD5_bracken_G.txt_num	Serife-MMKD5_bracken_G.txt_frac	Serife-MMKD6_bracken_G.txt_num	Serife-MMKD6_bracken_G.txt_frac	Serife-MMKD7_bracken_G.txt_num	Serife-MMKD7_bracken_G.txt_frac	Serife-MMKD8_bracken_G.txt_num	Serife-MMKD8_bracken_G.txt_frac	Serife-SCOP1_bracken_G.txt_num	Serife-SCOP1_bracken_G.txt_frac	Serife-SCOP2_bracken_G.txt_num	Serife-SCOP2_bracken_G.txt_frac	Serife-SCOP3_bracken_G.txt_num	Serife-SCOP3_bracken_G.txt_frac	Serife-SCOP4_bracken_G.txt_num	Serife-SCOP4_bracken_G.txt_frac	Serife-SCOP5_bracken_G.txt_num	Serife-SCOP5_bracken_G.txt_frac	Serife-SCOP6_bracken_G.txt_num	Serife-SCOP6_bracken_G.txt_frac
Salinicola	404432	G	0	0.00000	407	0.00009	293	0.00011	378	0.00008	420	0.00011	423	0.00008	350	0.00011	73	0.00006	65	0.00004	124	0.00005	334	0.00008	298	0.00005	684	0.00009	609	0.00004	590	0.00006	288	0.00006	262	0.00008	78	0.00006	503	0.00010	102	0.00012	98	0.00009	467	0.00010	241	0.00011	314	0.00009	103	0.00007	322	0.00007	572	0.00010	398	0.00011	382	0.00007
Kushneria	504090	G	0	0.00000	322	0.00007	135	0.00005	199	0.00004	161	0.00004	310	0.00006	241	0.00007	35	0.00003	39	0.00002	61	0.00002	109	0.00003	162	0.00003	215	0.00003	296	0.00002	266	0.00003	89	0.00002	93	0.00003	55	0.00004	190	0.00004	22	0.00003	37	0.00003	196	0.00004	91	0.00004	250	0.00007	110	0.00008	250	0.00005	328	0.00006	233	0.00007	295	0.00006
Chromohalobacter	42054	G	0	0.00000	274	0.00006	158	0.00006	213	0.00004	176	0.00005	368	0.00007	179	0.00005	25	0.00002	10	0.00001	16	0.00001	104	0.00002	88	0.00001	133	0.00002	164	0.00001	143	0.00002	81	0.00002	101	0.00003	29	0.00002	113	0.00002	19	0.00002	22	0.00002	144	0.00003	78	0.00003	98	0.00003	106	0.00007	319	0.00007	187	0.00003	240	0.00007	184	0.00004
Salicola	332339	G	0	0.00000	146	0.00003	62	0.00002	67	0.00001	69	0.00002	116	0.00002	63	0.00002	10	0.00001	10	0.00001	17	0.00001	53	0.00001	72	0.00001	61	0.00001	108	0.00001	69	0.00001	95	0.00002	58	0.00002	32	0.00002	158	0.00003	13	0.00001	30	0.00003	124	0.00003	65	0.00003	90	0.00003	19	0.00001	87	0.00002	185	0.00003	113	0.00003	166	0.00003
Zymobacter	33073	G	0	0.00000	140	0.00003	52	0.00002	51	0.00001	46	0.00001	96	0.00002	74	0.00002	5	0.00000	13	0.00001	10	0.00000	72	0.00002	35	0.00001	30	0.00000	27	0.00000	46	0.00000	144	0.00003	144	0.00004	12	0.00001	63	0.00001	56	0.00006	31	0.00003	127	0.00003	85	0.00004	42	0.00001	31	0.00002	59	0.00001	78	0.00001	102	0.00003	49	0.00001
Candidatus Carsonella	114185	G	0	0.00000	10	0.00000	5	0.00000	36	0.00001	11	0.00000	9	0.00000	3	0.00000	2	0.00000	3	0.00000	1	0.00000	5	0.00000	9	0.00000	37	0.00001	2	0.00000	26	0.00000	30	0.00001	27	0.00001	6	0.00000	20	0.00000	1	0.00000	13	0.00001	19	0.00000	10	0.00000	7	0.00000	7	0.00000	5	0.00000	10	0.00000	17	0.00000	13	0.00000
Halotalea	376488	G	0	0.00000	70	0.00002	44	0.00002	81	0.00002	43	0.00001	111	0.00002	49	0.00001	10	0.00001	9	0.00001	8	0.00000	51	0.00001	45	0.00001	95	0.00001	32	0.00000	57	0.00001	44	0.00001	56	0.00002	15	0.00001	47	0.00001	6	0.00001	11	0.00001	66	0.00001	25	0.00001	56	0.00002	11	0.00001	76	0.00002	129	0.00002	64	0.00002	73	0.00001
Billgrantia	3137761	G	0	0.00000	96	0.00002	132	0.00005	101	0.00002	124	0.00003	182	0.00003	88	0.00003	18	0.00002	4	0.00000	181	0.00007	117	0.00003	97	0.00002	162	0.00002	466	0.00003	266	0.00003	325	0.00007	153	0.00004	120	0.00009	508	0.00010	49	0.00006	21	0.00002	371	0.00008	123	0.00005	87	0.00002	57	0.00004	70	0.00001	176	0.00003	142	0.00004	178	0.00003
Marinomonas	28253	G	0	0.00000	1036	0.00024	900	0.00033	1087	0.00022	966	0.00026	2490	0.00047	1398	0.00042	152	0.00013	178	0.00011	288	0.00011	496	0.00012	820	0.00013	579	0.00008	1220	0.00009	926	0.00010	436	0.00009	350	0.00010	152	0.00012	495	0.00010	102	0.00012	135	0.00012	774	0.00016	287	0.00013	794	0.00022	976	0.00067	2031	0.00043	1099	0.00020	1304	0.00037	1113	0.00022
Neptunomonas	75687	G	0	0.00000	743	0.00017	817	0.00030	735	0.00015	660	0.00017	2402	0.00045	1221	0.00037	5	0.00000	9	0.00001	27	0.00001	47	0.00001	35	0.00001	60	0.00001	51	0.00000	72	0.00001	50	0.00001	54	0.00002	35	0.00003	158	0.00003	53	0.00006	18	0.00002	281	0.00006	64	0.00003	383	0.00011	975	0.00067	1741	0.00037	539	0.00010	1237	0.00035	841	0.00016
Marinobacterium	48075	G	0	0.00000	429	0.00010	309	0.00011	374	0.00007	320	0.00008	632	0.00012	405	0.00012	56	0.00005	84	0.00005	129	0.00005	267	0.00006	321	0.00005	464	0.00006	419	0.00003	526	0.00006	199	0.00004	193	0.00006	93	0.00007	414	0.00008	72	0.00008	66	0.00006	374	0.00008	202	0.00009	376	0.00011	235	0.00016	470	0.00010	524	0.00009	463	0.00013	413	0.00008
Thalassolituus	187492	G	0	0.00000	370	0.00008	325	0.00012	356	0.00007	346	0.00009	679	0.00013	389	0.00012	18	0.00002	36	0.00002	78	0.00003	144	0.00003	179	0.00003	258	0.00004	345	0.00002	328	0.00004	96	0.00002	156	0.00004	36	0.00003	135	0.00003	27	0.00003	31	0.00003	216	0.00004	78	0.00003	261	0.00007	272	0.00019	604	0.00013	362	0.00006	421	0.00012	321	0.00006
Neptuniibacter	459520	G	0	0.00000	305	0.00007	179	0.00007	312	0.00006	206	0.00005	444	0.00008	318	0.00010	84	0.00007	110	0.00007	198	0.00008	226	0.00005	358	0.00006	383	0.00005	835	0.00006	639	0.00007	179	0.00004	157	0.00005	37	0.00003	158	0.00003	58	0.00007	41	0.00004	256	0.00005	86	0.00004	155	0.00004	193	0.00013	278	0.00006	248	0.00004	288	0.00008	389	0.00008
Bacterioplanoides	2066071	G	0	0.00000	259	0.00006	201	0.00007	226	0.00005	160	0.00004	519	0.00010	268	0.00008	25	0.00002	22	0.00001	27	0.00001	85	0.00002	59	0.00001	55	0.00001	127	0.00001	98	0.00001	113	0.00002	104	0.00003	75	0.00006	227	0.00004	36	0.00004	54	0.00005	286	0.00006	68	0.00003	119	0.00003	215	0.00015	336	0.00007	174	0.00003	266	0.00008	285	0.00006
Marinospirillum	64968	G	0	0.00000	159	0.00004	154	0.00006	160	0.00003	181	0.00005	344	0.00006	160	0.00005	12	0.00001	0	0.00000	82	0.00003	42	0.00001	41	0.00001	48	0.00001	198	0.00001	47	0.00001	118	0.00003	102	0.00003	47	0.00004	124	0.00002	28	0.00003	21	0.00002	130	0.00003	93	0.00004	79	0.00002	154	0.00011	463	0.00010	127	0.00002	229	0.00006	148	0.00003
Nitrincola	267849	G	0	0.00000	140	0.00003	104	0.00004	110	0.00002	128	0.00003	151	0.00003	101	0.00003	16	0.00001	18	0.00001	85	0.00003	113	0.00003	147	0.00002	253	0.00003	365	0.00003	335	0.00004	79	0.00002	53	0.00002	36	0.00003	290	0.00006	25	0.00003	28	0.00003	144	0.00003	82	0.00004	188	0.00005	52	0.00004	93	0.00002	304	0.00005	79	0.00002	114	0.00002
Venatoribacter	2893036	G	0	0.00000	141	0.00003	144	0.00005	171	0.00003	132	0.00003	303	0.00006	134	0.00004	4	0.00000	23	0.00001	36	0.00001	45	0.00001	59	0.00001	63	0.00001	177	0.00001	93	0.00001	73	0.00002	75	0.00002	22	0.00002	121	0.00002	38	0.00004	52	0.00005	155	0.00003	88	0.00004	92	0.00003	119	0.00008	195	0.00004	133	0.00002	235	0.00007	154	0.00003
Amphritea	515417	G	0	0.00000	128	0.00003	114	0.00004	166	0.00003	118	0.00003	330	0.00006	151	0.00005	19	0.00002	30	0.00002	33	0.00001	82	0.00002	98	0.00002	136	0.00002	135	0.00001	188	0.00002	111	0.00002	97	0.00003	45	0.00003	141	0.00003	23	0.00003	37	0.00003	177	0.00004	66	0.00003	82	0.00002	120	0.00008	250	0.00005	145	0.00003	171	0.00005	146	0.00003
Aliamphritea	3018276	G	0	0.00000	94	0.00002	102	0.00004	127	0.00003	97	0.00003	153	0.00003	88	0.00003	3	0.00000	25	0.00002	13	0.00001	56	0.00001	73	0.00001	68	0.00001	109	0.00001	124	0.00001	90	0.00002	78	0.00002	31	0.00002	118	0.00002	19	0.00002	26	0.00002	113	0.00002	64	0.00003	94	0.00003	52	0.00004	90	0.00002	116	0.00002	99	0.00003	131	0.00003
Bacterioplanes	1537406	G	0	0.00000	38	0.00001	4	0.00000	25	0.00001	37	0.00001	42	0.00001	35	0.00001	1	0.00000	0	0.00000	12	0.00000	7	0.00000	10	0.00000	11	0.00000	7	0.00000	4	0.00000	16	0.00000	12	0.00000	9	0.00001	62	0.00001	2	0.00000	5	0.00000	19	0.00000	23	0.00001	31	0.00001	10	0.00001	10	0.00000	39	0.00001	27	0.00001	28	0.00001
Alcanivorax	59753	G	0	0.00000	526	0.00012	406	0.00015	537	0.00011	479	0.00013	704	0.00013	457	0.00014	51	0.00004	61	0.00004	79	0.00003	322	0.00008	217	0.00003	343	0.00005	350	0.00003	277	0.00003	416	0.00009	352	0.00010	143	0.00011	521	0.00010	82	0.00009	101	0.00009	657	0.00014	311	0.00014	395	0.00011	240	0.00016	726	0.00016	608	0.00011	479	0.00014	455	0.00009
Alloalcanivorax	3020832	G	0	0.00000	401	0.00009	289	0.00011	420	0.00008	348	0.00009	392	0.00007	273	0.00008	69	0.00006	117	0.00007	239	0.00009	354	0.00008	538	0.00008	538	0.00007	1212	0.00009	805	0.00009	257	0.00006	235	0.00007	127	0.00010	396	0.00008	61	0.00007	56	0.00005	547	0.00011	235	0.00010	270	0.00008	90	0.00006	293	0.00006	470	0.00008	349	0.00010	361	0.00007
Isoalcanivorax	3020833	G	0	0.00000	82	0.00002	52	0.00002	65	0.00001	107	0.00003	78	0.00001	74	0.00002	2	0.00000	5	0.00000	6	0.00000	53	0.00001	71	0.00001	77	0.00001	40	0.00000	76	0.00001	99	0.00002	72	0.00002	14	0.00001	103	0.00002	15	0.00002	24	0.00002	169	0.00003	65	0.00003	61	0.00002	37	0.00003	105	0.00002	90	0.00002	94	0.00003	62	0.00001
Marinicella	863253	G	0	0.00000	33	0.00001	9	0.00000	29	0.00001	17	0.00000	23	0.00000	17	0.00001	4	0.00000	6	0.00000	8	0.00000	37	0.00001	27	0.00000	79	0.00001	38	0.00000	43	0.00000	43	0.00001	24	0.00001	5	0.00000	88	0.00002	0	0.00000	2	0.00000	68	0.00001	31	0.00001	122	0.00003	30	0.00002	20	0.00000	175	0.00003	12	0.00000	32	0.00001
Endozoicomonas	305899	G	0	0.00000	900	0.00020	579	0.00021	925	0.00019	709	0.00019	1496	0.00028	856	0.00026	128	0.00011	206	0.00013	398	0.00015	490	0.00012	687	0.00011	778	0.00011	1599	0.00012	1158	0.00013	523	0.00011	518	0.00015	151	0.00011	711	0.00014	113	0.00013	114	0.00010	617	0.00013	290	0.00013	570	0.00016	562	0.00039	1211	0.00026	723	0.00013	906	0.00026	765	0.00015
Hahella	158481	G	0	0.00000	622	0.00014	364	0.00013	581	0.00012	556	0.00015	853	0.00016	547	0.00017	63	0.00005	122	0.00007	173	0.00007	322	0.00008	412	0.00006	455	0.00006	697	0.00005	548	0.00006	244	0.00005	223	0.00006	123	0.00009	511	0.00010	77	0.00009	86	0.00008	454	0.00009	284	0.00012	390	0.00011	299	0.00021	933	0.00020	628	0.00011	619	0.00017	438	0.00008
Allohahella	1855402	G	0	0.00000	81	0.00002	79	0.00003	102	0.00002	72	0.00002	181	0.00003	109	0.00003	2	0.00000	10	0.00001	11	0.00000	48	0.00001	41	0.00001	66	0.00001	43	0.00000	60	0.00001	47	0.00001	38	0.00001	25	0.00002	45	0.00001	13	0.00001	7	0.00001	64	0.00001	12	0.00001	43	0.00001	91	0.00006	185	0.00004	71	0.00001	103	0.00003	84	0.00002
Salinispirillum	1649491	G	0	0.00000	77	0.00002	79	0.00003	76	0.00002	57	0.00002	198	0.00004	88	0.00003	4	0.00000	4	0.00000	12	0.00000	26	0.00001	14	0.00000	19	0.00000	38	0.00000	13	0.00000	40	0.00001	22	0.00001	18	0.00001	54	0.00001	53	0.00006	28	0.00003	78	0.00002	49	0.00002	60	0.00002	83	0.00006	143	0.00003	75	0.00001	117	0.00003	88	0.00002
Saccharospirillum	231683	G	0	0.00000	66	0.00001	36	0.00001	65	0.00001	77	0.00002	113	0.00002	50	0.00002	12	0.00001	8	0.00000	15	0.00001	53	0.00001	42	0.00001	38	0.00001	48	0.00000	31	0.00000	71	0.00002	94	0.00003	10	0.00001	73	0.00001	2	0.00000	7	0.00001	54	0.00001	38	0.00002	41	0.00001	43	0.00003	114	0.00002	95	0.00002	68	0.00002	53	0.00001
Reinekea	230494	G	0	0.00000	34	0.00001	19	0.00001	22	0.00000	45	0.00001	43	0.00001	26	0.00001	11	0.00001	8	0.00000	18	0.00001	37	0.00001	39	0.00001	42	0.00001	65	0.00000	72	0.00001	17	0.00000	16	0.00000	16	0.00001	12	0.00000	6	0.00001	9	0.00001	42	0.00001	10	0.00000	16	0.00000	9	0.00001	20	0.00000	50	0.00001	55	0.00002	40	0.00001
Pokkaliibacter	2301194	G	0	0.00000	150	0.00003	183	0.00007	196	0.00004	155	0.00004	445	0.00008	246	0.00007	11	0.00001	4	0.00000	5	0.00000	33	0.00001	38	0.00001	61	0.00001	23	0.00000	42	0.00000	104	0.00002	65	0.00002	20	0.00002	94	0.00002	20	0.00002	19	0.00002	85	0.00002	67	0.00003	83	0.00002	196	0.00013	389	0.00008	168	0.00003	269	0.00008	214	0.00004
Litorivicinus	418700	G	0	0.00000	104	0.00002	75	0.00003	74	0.00001	77	0.00002	228	0.00004	104	0.00003	11	0.00001	15	0.00001	7	0.00000	13	0.00000	66	0.00001	37	0.00001	86	0.00001	67	0.00001	26	0.00001	18	0.00001	27	0.00002	25	0.00000	9	0.00001	8	0.00001	81	0.00002	21	0.00001	61	0.00002	100	0.00007	177	0.00004	87	0.00002	120	0.00003	105	0.00002
Oleiphilus	141450	G	0	0.00000	60	0.00001	32	0.00001	78	0.00002	39	0.00001	114	0.00002	68	0.00002	5	0.00000	9	0.00001	8	0.00000	16	0.00000	26	0.00000	29	0.00000	47	0.00000	30	0.00000	27	0.00001	33	0.00001	11	0.00001	40	0.00001	6	0.00001	7	0.00001	54	0.00001	18	0.00001	53	0.00001	49	0.00003	73	0.00002	30	0.00001	65	0.00002	27	0.00001
Spartinivicinus	2768738	G	0	0.00000	41	0.00001	72	0.00003	58	0.00001	47	0.00001	125	0.00002	83	0.00003	4	0.00000	2	0.00000	1	0.00000	11	0.00000	30	0.00000	36	0.00000	23	0.00000	47	0.00001	107	0.00002	13	0.00000	15	0.00001	71	0.00001	4	0.00000	3	0.00000	45	0.00001	12	0.00001	34	0.00001	66	0.00005	132	0.00003	47	0.00001	88	0.00002	82	0.00002
Pleionea	1502941	G	0	0.00000	39	0.00001	22	0.00001	29	0.00001	22	0.00001	45	0.00001	24	0.00001	6	0.00001	2	0.00000	5	0.00000	24	0.00001	12	0.00000	7	0.00000	86	0.00001	8	0.00000	9	0.00000	15	0.00000	2	0.00000	13	0.00000	2	0.00000	7	0.00001	19	0.00000	18	0.00001	14	0.00000	10	0.00001	55	0.00001	14	0.00000	43	0.00001	23	0.00000
Vibrio	662	G	0	0.00000	10786	0.00245	9545	0.00353	11808	0.00237	9621	0.00254	24928	0.00469	13224	0.00401	1263	0.00110	1692	0.00103	2832	0.00110	4359	0.00104	7157	0.00113	7246	0.00099	11735	0.00085	9980	0.00108	4780	0.00103	3711	0.00107	1563	0.00118	5569	0.00110	1367	0.00156	1192	0.00107	8413	0.00174	2497	0.00109	6464	0.00181	10102	0.00694	18539	0.00396	9577	0.00170	14832	0.00419	11966	0.00231
Photobacterium	657	G	0	0.00000	1940	0.00044	1764	0.00065	2045	0.00041	1607	0.00042	4375	0.00082	2260	0.00068	211	0.00018	244	0.00015	510	0.00020	762	0.00018	785	0.00012	1097	0.00015	1898	0.00014	1084	0.00012	1107	0.00024	866	0.00025	279	0.00021	972	0.00019	263	0.00030	276	0.00025	1370	0.00028	546	0.00024	1150	0.00032	1842	0.00127	3458	0.00074	1768	0.00031	2682	0.00076	2021	0.00039
Salinivibrio	51366	G	0	0.00000	434	0.00010	348	0.00013	404	0.00008	336	0.00009	889	0.00017	492	0.00015	15	0.00001	22	0.00001	55	0.00002	84	0.00002	89	0.00001	85	0.00001	302	0.00002	121	0.00001	193	0.00004	94	0.00003	48	0.00004	227	0.00004	47	0.00005	44	0.00004	226	0.00005	82	0.00004	209	0.00006	374	0.00026	706	0.00015	242	0.00004	593	0.00017	676	0.00013
Enterovibrio	188143	G	0	0.00000	193	0.00004	199	0.00007	225	0.00005	141	0.00004	544	0.00010	256	0.00008	36	0.00003	40	0.00002	35	0.00001	93	0.00002	298	0.00005	236	0.00003	212	0.00002	231	0.00003	89	0.00002	27	0.00001	24	0.00002	98	0.00002	23	0.00003	21	0.00002	137	0.00003	54	0.00002	222	0.00006	251	0.00017	342	0.00007	300	0.00005	306	0.00009	184	0.00004
Aliivibrio	511678	G	0	0.00000	157	0.00004	88	0.00003	105	0.00002	141	0.00004	293	0.00006	163	0.00005	14	0.00001	21	0.00001	47	0.00002	45	0.00001	54	0.00001	72	0.00001	140	0.00001	85	0.00001	89	0.00002	82	0.00002	15	0.00001	108	0.00002	18	0.00002	55	0.00005	95	0.00002	28	0.00001	70	0.00002	121	0.00008	216	0.00005	121	0.00002	167	0.00005	130	0.00003
Grimontia	246861	G	0	0.00000	121	0.00003	47	0.00002	148	0.00003	117	0.00003	91	0.00002	96	0.00003	15	0.00001	14	0.00001	34	0.00001	79	0.00002	92	0.00001	128	0.00002	82	0.00001	114	0.00001	67	0.00001	45	0.00001	34	0.00003	78	0.00002	60	0.00007	47	0.00004	119	0.00002	79	0.00003	85	0.00002	42	0.00003	145	0.00003	88	0.00002	73	0.00002	75	0.00001
Paraphotobacterium	2042066	G	0	0.00000	87	0.00002	5	0.00000	21	0.00000	34	0.00001	34	0.00001	6	0.00000	3	0.00000	1	0.00000	1	0.00000	8	0.00000	16	0.00000	9	0.00000	9	0.00000	15	0.00000	7	0.00000	8	0.00000	0	0.00000	29	0.00001	2	0.00000	3	0.00000	12	0.00000	5	0.00000	12	0.00000	10	0.00001	36	0.00001	21	0.00000	30	0.00001	174	0.00003
Thaumasiovibrio	2014233	G	0	0.00000	56	0.00001	51	0.00002	70	0.00001	51	0.00001	147	0.00003	96	0.00003	4	0.00000	7	0.00000	4	0.00000	14	0.00000	40	0.00001	64	0.00001	37	0.00000	64	0.00001	17	0.00000	20	0.00001	4	0.00000	21	0.00000	11	0.00001	5	0.00000	14	0.00000	36	0.00002	38	0.00001	79	0.00005	121	0.00003	48	0.00001	94	0.00003	65	0.00001
Marilutibacter	3382698	G	0	0.00000	271	0.00006	62	0.00002	148	0.00003	148	0.00004	123	0.00002	88	0.00003	24	0.00002	19	0.00001	18	0.00001	87	0.00002	92	0.00001	164	0.00002	174	0.00001	195	0.00002	70	0.00002	86	0.00002	19	0.00001	80	0.00002	26	0.00003	26	0.00002	106	0.00002	89	0.00004	75	0.00002	21	0.00001	352	0.00008	166	0.00003	99	0.00003	423	0.00008
Agrilutibacter	3382696	G	0	0.00000	114	0.00003	90	0.00003	82	0.00002	109	0.00003	133	0.00003	89	0.00003	34	0.00003	18	0.00001	48	0.00002	123	0.00003	83	0.00001	184	0.00003	163	0.00001	160	0.00002	72	0.00002	116	0.00003	30	0.00002	119	0.00002	21	0.00002	9	0.00001	111	0.00002	76	0.00003	68	0.00002	40	0.00003	120	0.00003	195	0.00003	112	0.00003	134	0.00003
Arenimonas	490567	G	0	0.00000	74	0.00002	53	0.00002	61	0.00001	54	0.00001	69	0.00001	54	0.00002	8	0.00001	0	0.00000	21	0.00001	28	0.00001	12	0.00000	38	0.00001	16	0.00000	20	0.00000	92	0.00002	92	0.00003	30	0.00002	262	0.00005	17	0.00002	19	0.00002	123	0.00003	64	0.00003	78	0.00002	20	0.00001	174	0.00004	92	0.00002	71	0.00002	84	0.00002
Pseudoluteimonas	3382694	G	0	0.00000	57	0.00001	24	0.00001	52	0.00001	32	0.00001	105	0.00002	26	0.00001	5	0.00000	6	0.00000	1	0.00000	29	0.00001	26	0.00000	45	0.00001	7	0.00000	40	0.00000	119	0.00003	151	0.00004	2	0.00000	27	0.00001	2	0.00000	6	0.00001	22	0.00000	11	0.00000	32	0.00001	8	0.00001	23	0.00000	63	0.00001	36	0.00001	29	0.00001
Novilysobacter	3382699	G	0	0.00000	176	0.00004	143	0.00005	210	0.00004	222	0.00006	223	0.00004	157	0.00005	19	0.00002	26	0.00002	70	0.00003	100	0.00002	162	0.00003	155	0.00002	248	0.00002	254	0.00003	140	0.00003	109	0.00003	81	0.00006	274	0.00005	31	0.00004	42	0.00004	257	0.00005	92	0.00004	160	0.00004	51	0.00004	162	0.00003	224	0.00004	206	0.00006	265	0.00005
Solilutibacter	3382695	G	0	0.00000	51	0.00001	24	0.00001	57	0.00001	37	0.00001	46	0.00001	66	0.00002	3	0.00000	5	0.00000	7	0.00000	38	0.00001	22	0.00000	50	0.00001	49	0.00000	30	0.00000	35	0.00001	26	0.00001	11	0.00001	56	0.00001	7	0.00001	12	0.00001	85	0.00002	21	0.00001	31	0.00001	10	0.00001	15	0.00000	69	0.00001	60	0.00002	28	0.00001
Xylella	2370	G	0	0.00000	45	0.00001	61	0.00002	109	0.00002	41	0.00001	45	0.00001	32	0.00001	8	0.00001	6	0.00000	52	0.00002	41	0.00001	65	0.00001	79	0.00001	207	0.00001	99	0.00001	60	0.00001	24	0.00001	9	0.00001	99	0.00002	5	0.00001	17	0.00002	56	0.00001	23	0.00001	42	0.00001	23	0.00002	82	0.00002	53	0.00001	48	0.00001	63	0.00001
Rhodanobacter	75309	G	0	0.00000	649	0.00015	380	0.00014	636	0.00013	520	0.00014	823	0.00015	505	0.00015	105	0.00009	97	0.00006	168	0.00006	456	0.00011	426	0.00007	496	0.00007	674	0.00005	550	0.00006	535	0.00011	553	0.00016	145	0.00011	537	0.00011	121	0.00014	118	0.00011	857	0.00018	307	0.00013	387	0.00011	256	0.00018	618	0.00013	785	0.00014	575	0.00016	542	0.00010
Frateuria	70411	G	0	0.00000	205	0.00005	158	0.00006	173	0.00003	273	0.00007	217	0.00004	178	0.00005	24	0.00002	30	0.00002	29	0.00001	171	0.00004	108	0.00002	213	0.00003	194	0.00001	211	0.00002	128	0.00003	164	0.00005	26	0.00002	158	0.00003	30	0.00003	41	0.00004	220	0.00005	159	0.00007	197	0.00006	34	0.00002	362	0.00008	304	0.00005	179	0.00005	169	0.00003
Aerosticca	2707020	G	0	0.00000	142	0.00003	80	0.00003	202	0.00004	126	0.00003	120	0.00002	82	0.00002	15	0.00001	2	0.00000	65	0.00003	72	0.00002	54	0.00001	222	0.00003	72	0.00001	105	0.00001	145	0.00003	136	0.00004	43	0.00003	394	0.00008	20	0.00002	9	0.00001	181	0.00004	77	0.00003	255	0.00007	24	0.00002	55	0.00001	335	0.00006	109	0.00003	188	0.00004
Ahniella	2233801	G	0	0.00000	43	0.00001	21	0.00001	53	0.00001	34	0.00001	22	0.00000	67	0.00002	16	0.00001	10	0.00001	16	0.00001	37	0.00001	66	0.00001	64	0.00001	147	0.00001	124	0.00001	31	0.00001	36	0.00001	20	0.00002	89	0.00002	6	0.00001	14	0.00001	95	0.00002	26	0.00001	55	0.00002	11	0.00001	51	0.00001	185	0.00003	48	0.00001	45	0.00001
Metallibacterium	1218803	G	0	0.00000	27	0.00001	1	0.00000	3	0.00000	5	0.00000	5	0.00000	8	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000	4	0.00000	13	0.00000	8	0.00000	23	0.00000	8	0.00000	1	0.00000	1	0.00000	5	0.00000	1	0.00000	0	0.00000	4	0.00000	0	0.00000	5	0.00000	1	0.00000	2	0.00000	48	0.00001	3	0.00000	1	0.00000
Thioalkalivibrio	106633	G	0	0.00000	673	0.00015	502	0.00019	535	0.00011	523	0.00014	700	0.00013	531	0.00016	69	0.00006	72	0.00004	213	0.00008	360	0.00009	306	0.00005	525	0.00007	918	0.00007	618	0.00007	371	0.00008	349	0.00010	163	0.00012	634	0.00012	122	0.00014	114	0.00010	763	0.00016	274	0.00012	610	0.00017	269	0.00018	799	0.00017	1076	0.00019	588	0.00017	745	0.00014
Ectothiorhodospira	1051	G	0	0.00000	625	0.00014	515	0.00019	574	0.00012	556	0.00015	829	0.00016	572	0.00017	32	0.00003	48	0.00003	100	0.00004	246	0.00006	151	0.00002	253	0.00003	435	0.00003	208	0.00002	393	0.00008	383	0.00011	114	0.00009	530	0.00010	77	0.00009	73	0.00007	766	0.00016	285	0.00012	497	0.00014	311	0.00021	686	0.00015	857	0.00015	703	0.00020	575	0.00011
Acidihalobacter	1765964	G	0	0.00000	559	0.00013	183	0.00007	487	0.00010	276	0.00007	774	0.00015	258	0.00008	22	0.00002	13	0.00001	33	0.00001	114	0.00003	108	0.00002	205	0.00003	137	0.00001	205	0.00002	157	0.00003	75	0.00002	68	0.00005	454	0.00009	31	0.00004	17	0.00002	200	0.00004	88	0.00004	331	0.00009	67	0.00005	134	0.00003	371	0.00007	225	0.00006	228	0.00004
